,,Presets,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0
TAGPATHS,DataType=ID,ID,DataType=TG_MyNode+CategoryPath,TG_MyNode+CategoryPath,DataType=Properties,Pattern.Name,DataType=CommentedOut,Pattern.Name,ExtentsX,ExtentsY,ExtentsZ,Pattern.LayerThickness,PatternSlots,SupportedNCPs,SlotLocationX,SlotLocationY,SlotLocationZ,SlotRotationX,SlotRotationY,SlotRotationZ,SlotScaleX,SlotScaleY,SlotScaleZ,DataType=TG_Parent Node+CategoryPath,2Layer0D --> Abstract,2Layer0D --> Mass --> CastInPlaceConcrete,2Layer0D --> Mass --> PrecastConcrete,2Layer0D --> Mass --> CrossLaminatedTimber,2Layer0D --> Mass --> RammedEarth,2Layer0D --> Membrane --> BitumenousFelt,2Layer0D --> Membrane --> TPO,2Layer0D --> Membrane --> PVC,2Layer0D --> Membrane --> PolyethyleneVaporBarrier,2Layer0D --> Membrane --> EPDMRubber,2Layer0D --> Membrane --> RubberizedAsphalt,2Layer0D --> Roll --> Batt,2Layer0D --> Roll --> Carpet,2Layer0D --> Roll --> Cork,2Layer0D --> Roll --> Felt,2Layer0D --> Roll --> Foam,2Layer0D --> Roll --> LathMetal,2Layer0D --> Roll --> PlasticAdhesive,2Layer0D --> Roll --> PlasticUnderlayment,2Layer0D --> Roll --> Wallpaper,2Layer0D --> Sitework --> Gravel,2Layer0D --> Sitework --> Grass,2Layer0D --> Sitework --> DecomposedGranite,2Layer0D --> Sitework --> GeotextileFabric,2Layer0D --> Sitework --> Sand,2Layer0D --> Sitework --> Soil,2Layer0D --> Spread --> Asphalt,2Layer0D --> Spread --> Plaster,2Layer0D --> Spread --> JointCompound,2Layer0D --> Spread --> Paint,2Layer0D --> Spread --> ThinsetCement,2Layer0D --> Spread --> MasticResinMortar,2Layer0D --> Void --> Air,3Layer1D --> Corrugated Deck --> Plastic,3Layer1D --> Corrugated Deck --> Steel,3Layer1D --> Furring --> Steel Hat Channel,3Layer1D --> Furring --> Steel Z Channel,3Layer1D --> Furring --> Wood Strips,3Layer1D --> Joist --> Wood,3Layer1D --> Joist --> Engineered Wood,3Layer1D --> Joist --> Wood Web Joist,"3Layer1D --> Joist --> Wood-Chord, Steel-Web Joist",3Layer1D --> Joist --> Steel Web Joist,3Layer1D --> Stud --> Wood,3Layer1D --> Stud --> Steel C-Channel,3Layer2D --> Board and Panel --> Cement,3Layer2D --> Board and Panel --> Cementitious Wood Fiber,3Layer2D --> Board and Panel --> Insulation,3Layer2D --> Board and Panel --> Gypsum,3Layer2D --> Board and Panel --> MDF (Medium-Density Fiberboard),3Layer2D --> Board and Panel --> Metal,3Layer2D --> Board and Panel --> OSB (Oriented Strand Board),3Layer2D --> Board and Panel --> Particle Board,3Layer2D --> Board and Panel --> Plywood,3Layer2D --> Plank --> Engineered Wood,3Layer2D --> Plank --> Wood,3Layer2D --> Tile --> Brick Veneer,3Layer2D --> Tile --> Carpet,3Layer2D --> Tile --> Clay,3Layer2D --> Tile --> Cork,3Layer2D --> Tile --> Glass,3Layer2D --> Tile --> Laminate,3Layer2D --> Tile --> Luxury Vinyl,3Layer2D --> Tile --> Porcelain,3Layer2D --> Tile --> Stone,3Layer2D --> Tile --> Vinyl Composite,3Layer2D --> Shingle --> Asphalt,3Layer2D --> Shingle --> Clay,3Layer2D --> Shingle --> Metal,3Layer2D --> Shingle --> Stone,3Layer2D --> Shingle --> Wood,3Layer3D --> Clay Brick,3Layer3D --> Earth Brick,3Layer3D --> Concrete Masonry Unit,3Layer3D --> Glass Block
PRESET,,0LayerPattern --> 0D-Continuous,,0LayerPattern --> 0D,,Continuous,,Continuous,Whole Damn Layer,,,Layer.Thickness,,,0,0,0,0,0,0,1,1,1,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-Corrugated,,0LayerPattern --> 1D,,Corrugated,,Corrugated,Module1.Width,N/A,N/A,Module1.Depth,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-12inOC,,0LayerPattern --> 1D,,12inOC,,12in On Center,12,N/A,N/A,Module1.Depth,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-16inOC,,0LayerPattern --> 1D,,16inOC,,16in On Center,16,N/A,N/A,Module1.Depth,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-19.2inOC,,0LayerPattern --> 1D,,19.2inOC,,19.2in On Center,19.2,N/A,N/A,Module1.Depth,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-24inOC,,0LayerPattern --> 1D,,24inOC,,24in On Center,24,N/A,N/A,Module1.Depth,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-16inOCStaggered,,0LayerPattern --> 1D,,16inOCStaggered,,"16in On Center, Staggered",16,N/A,N/A,Module1.Depth+2,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8-(1/2)*Module1.Width,2,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-19.2inOCStaggered,,0LayerPattern --> 1D,,19.2inOCStaggered,,"19.2in On Center, Staggered",19.2,N/A,N/A,Module1.Depth+2,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,9.6-(1/2)*Module1.Width,2,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 1D-24inOCStaggered,,0LayerPattern --> 1D,,24inOCStaggered,,"24in On Center, Staggered",24,N/A,N/A,Module1.Depth+2,Module1,ModuleWDP -->,(-1/2)*Module1.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,12-(1/2)*Module1.Width,2,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-StackBond,,0LayerPattern --> 2D,,StackBond,,Stack Bond,Module1.Length+Gap.Width,N/A,Module1.Width+Gap.Width,Module1.Thickness,Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
PRESET,,0LayerPattern --> 2D-SoldierBond,,0LayerPattern --> 2D,,SoldierBond,,Soldier Bond,Module1.Width+Gap.Width,N/A,Module1.Length+Gap.Width,Module1.Thickness,Module1,ModuleLWT -->,Module1.Width,0,0,0,-90,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
PRESET,,0LayerPattern --> 2D-RunningBond,,0LayerPattern --> 2D,,RunningBond,,Running Bond,Module1.Length+Gap.Width,N/A,2*(Module1.Width+Gap.Width),Module1.Thickness,Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
,,,,,,,,,,,,,,,(1/2)*(Module1.Length+Gap.Width),0,Module1.Width+Gap.Width,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-OneThirdBond,,0LayerPattern --> 2D,,OneThirdBond,,One-Third Bond,Module1.Length+Gap.Width,N/A,2*(Module1.Width+Gap.Width),Module1.Thickness,Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
,,,,,,,,,,,,,,,(1/3)*(Module1.Length+Gap.Width),0,Module1.Width+Gap.Width,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-OneQuarterBond,,0LayerPattern --> 2D,,OneQuarterBond,,One-Quarter Bond,Module1.Length+Gap.Width,N/A,2*(Module1.Width+Gap.Width),Module1.Thickness,Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
,,,,,,,,,,,,,,,(1/4)*(Module1.Length+Gap.Width),,Module1.Width+Gap.Width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-CascadingThirds,,0LayerPattern --> 2D,,CascadingThirds,,Cascading Thirds,Module1.Length+Gap.Width,N/A,3*(Module1.Width+Gap.Width),Module1.Thickness,Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
,,,,,,,,,,,,,,,(1/3)*(Module1.Length+Gap.Width),0,Module1.Width+Gap.Width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(2/3)*(Module1.Length+Gap.Width),0,2*(Module1.Width+Gap.Width),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-CascadingFourths,,0LayerPattern --> 2D,,CascadingFourths,,Cascading Fourths,Module1.Length+Gap.Width,N/A,4*(Module1.Width+Gap.Width),Module1.Thickness,Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
,,,,,,,,,,,,,,,(1/4)*(Module1.Length+Gap.Width),0,Module1.Width+Gap.Width,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(2/4)*(Module1.Length+Gap.Width),0,2*(Module1.Width+Gap.Width),0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(3/4)*(Module1.Length+Gap.Width),0,3*(Module1.Width+Gap.Width),0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-EnglishBond2Tile,,0LayerPattern --> 2D,,EnglishBond2Tile,,English Bond (2-Tile),greaterof((Module1.Length+Gap.Width)OR(2*(Module2.Length+Gap.Width)),N/A,Module1.Width+Module2.Width+2*Gap.Width,greaterof((Module1.Thickness)OR(Module2.Thickness),Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Module2,ModuleLWT -->,(1/2)*(Module1.Length+Gap.Width)-(1/2)*(Module2.Length+Gap.Width),0,Module1.Width+Gap.Width,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Module1.Length+Gap.Width-(1/2)*(Module2.Length+Gap.Width),0,Module1.Width+Gap.Width,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-FlemishBond2Tile,,0LayerPattern --> 2D,,FlemishBond2Tile,,Flemish Bond (2-Tile),Module1.Length+Module2.Length+Gap.Width,N/A,greaterof((2*(Module1.Width+Gap.Width))OR(2*(Module2.Width+Gap.Width))),greaterof((Module1.Thickness)OR(Module2.Thickness),Module1,ModuleLWT -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(1/2)*(Module1.Length+Gap.Width)+(1/2)*(Module2.Length+Gap.Width),0,greaterof((Module1.Width+Gap.Width)OR(Module2.Width+Gap.Width),0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Module2,ModuleLWT -->,Module1.Length+Gap.Width,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(1/2)*(Module1.Length+Gap.Width)-(1/2)*(Module2.Length+Gap.Width),0,greaterof((Module1.Width+Gap.Width)OR(Module2.Width+Gap.Width),0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 2D-Basketweave,,0LayerPattern --> 2D,,Basketweave,,Basketweave,2*(Module1.Length+Gap.Width),N/A,2*(Module1.Length+Gap.Width),Module1.Thickness,Module1,ModuleLWT -->,[DIFFERENT NODE TYPE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 3D-StackBondSingleWythe,,0LayerPattern --> 3D,,StackBondSingleWythe,,Stack Bond (Single-Wythe),Module1.Length+Gap.Width,Module1.Width+Gap.Width,Module1.Height+Gap.Width,ExtentsY,Module1,ModuleLWH -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 3D-SoldierBondSingleWythe,,0LayerPattern --> 3D,,SoldierBondSingleWythe,,Soldier Bond (Single-Wythe),Module1.Height+Gap.Width,Module1.Width+Gap.Width,Module1.Length+Gap.Width,ExtentsY,Module1,ModuleLWH -->,Module1.Height+Gap.Width,0,0,0,-90,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 3D-ShinerBondSingleWythe,,0LayerPattern --> 3D,,ShinerBondSingleWythe,,Shiner Bond (Single-Wythe),Module1.Width+Gap.Width,Module1.Height+Gap.Width,Module1.Length+Gap.Width,ExtentsY,Module1,ModuleLWH -->,0,0,0,0,-90,-90,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 3D-RunningBondSingleWythe,,0LayerPattern --> 3D,,RunningBondSingleWythe,,Running Bond (Single-Wythe),Module1.Length+Gap.Width,Module1.Width+Gap.Width,2*(Module1.Height+Gap.Width),ExtentsY,Module1,ModuleLWH -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ModuleLWH -->,(1/2)*(Module1.Length+Gap.Width),0,Module1.Height+Gap.Width,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 3D-OneThirdBondSingleWythe,,0LayerPattern --> 3D,,OneThirdBondSingleWythe,,One-Third Bond (Single-Wythe),Module1.Length+Gap.Width,Module1.Width+Gap.Width,2*(Module1.Height+Gap.Width),ExtentsY,Module1,ModuleLWH -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(1/3)*(Module1.Length+Gap.Width),0,Module1.Height+Gap.Width,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 3D-OneQuarterBondSingleWythe,,0LayerPattern --> 3D,,OneQuarterBondSingleWythe,,One-Quarter Bond (Single-Wythe),Module1.Length+Gap.Width,Module1.Width+Gap.Width,2*(Module1.Height+Gap.Width),ExtentsY,Module1,ModuleLWH -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(1/4)*(Module1.Length+Gap.Width),,Module1.Height+Gap.Width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0LayerPattern --> 3D-CascadingThirdsSingleWythe,,0LayerPattern --> 3D,,CascadingThirdsSingleWythe,,Cascading Thirds (Single-Wythe),Module1.Length+Gap.Width,Module1.Width+Gap.Width,3*(Module1.Height+Gap.Width),ExtentsY,Module1,ModuleLWH -->,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(1/3)*(Module1.Length+Gap.Width),0,Module1.Height+Gap.Width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
