TYPENAME,,1SlotConfig,,SlotConfig,,,,,,,,,,,,
PRESET,,"1SlotConfig --> FFESet
0Slot-TableInTableAndChairs
0Slot-ChairAtTable1+2+1+2-1
0Slot-ChairAtTable1+2+1+2-2
0Slot-ChairAtTable1+2+1+2-3
0Slot-ChairAtTable1+2+1+2-4
0Slot-ChairAtTable1+2+1+2-5
0Slot-ChairAtTable1+2+1+2-6",,1SlotConfig --> FFESet,,6 Chairs (1 + 2 + 2 + 1),,0Slot-TableInTableAndChairs,,,,,,,X,
PRESET,,,,,,,,0Slot-ChairAtTable1+2+1+2-1,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+2+1+2-2,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+2+1+2-3,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+2+1+2-4,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+2+1+2-5,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+2+1+2-6,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
